"state_abbrev","plan_type","age_category","premium_range","contract_year","seq_id","language_id"
"MS","15","1","Información No Disponible","2016","52085","2"
"MS","15","2","Information Not Available","2016","52086","1"
"MS","15","2","Información No Disponible","2016","52086","2"
"MS","15","3","Information Not Available","2016","52087","1"
"MS","15","3","Información No Disponible","2016","52087","2"
"MS","15","4","Information Not Available","2016","52088","1"
"MS","15","4","Información No Disponible","2016","52088","2"
"MS","15","5","Information Not Available","2016","52089","1"
"MS","15","5","Información No Disponible","2016","52089","2"
"MS","15","6","Information Not Available","2016","52090","1"
"MS","15","6","Información No Disponible","2016","52090","2"
"MS","16","1","Information Not Available","2016","52091","1"
"MS","16","1","Información No Disponible","2016","52091","2"
"MS","16","2","Information Not Available","2016","52092","1"
"MS","16","2","Información No Disponible","2016","52092","2"
"MS","16","3","Information Not Available","2016","52093","1"
"MS","16","3","Información No Disponible","2016","52093","2"
"MS","16","4","Information Not Available","2016","52094","1"
"MS","16","4","Información No Disponible","2016","52094","2"
"MS","16","5","Information Not Available","2016","52095","1"
"MS","16","5","Información No Disponible","2016","52095","2"
"MS","16","6","Information Not Available","2016","52096","1"
"MS","16","6","Información No Disponible","2016","52096","2"
"MS","18","1","Information Not Available","2016","52103","1"
"MS","18","1","Información No Disponible","2016","52103","2"
"MS","18","2","Information Not Available","2016","52104","1"
"MS","18","2","Información No Disponible","2016","52104","2"
"MS","18","3","Information Not Available","2016","52105","1"
"MS","18","3","Información No Disponible","2016","52105","2"
"MS","18","4","Information Not Available","2016","52106","1"
"MS","18","4","Información No Disponible","2016","52106","2"
"MS","42","3","Information Not Available","2016","52165","1"
"MS","42","3","Información No Disponible","2016","52165","2"
"MS","42","4","Information Not Available","2016","52166","1"
"MS","42","4","Información No Disponible","2016","52166","2"
"MS","42","5","Information Not Available","2016","52167","1"
"MS","42","5","Información No Disponible","2016","52167","2"
"MS","42","6","Information Not Available","2016","52168","1"
"MS","42","6","Información No Disponible","2016","52168","2"
"MT","1","1","Information Not Available","2016","52169","1"
"MT","1","1","Información No Disponible","2016","52169","2"
"MT","1","2","$67 - $183","2016","52170","1"
"MT","1","2","$67 - $183","2016","52170","2"
"MT","1","3","Information Not Available","2016","52171","1"
"MT","1","3","Información No Disponible","2016","52171","2"
"MT","1","4","Information Not Available","2016","52172","1"
"MT","1","4","Información No Disponible","2016","52172","2"
"MT","1","5","Information Not Available","2016","52173","1"
"MT","1","5","Información No Disponible","2016","52173","2"
"MT","1","6","Information Not Available","2016","52174","1"
"MT","1","6","Información No Disponible","2016","52174","2"
"MT","2","1","Information Not Available","2016","52175","1"
"MT","2","1","Información No Disponible","2016","52175","2"
"MT","2","2","$90 - $227","2016","52176","1"
"MT","2","2","$90 - $227","2016","52176","2"
"MT","2","3","Information Not Available","2016","52177","1"
"MT","2","3","Información No Disponible","2016","52177","2"
"MT","2","4","Information Not Available","2016","52178","1"
"MT","2","4","Información No Disponible","2016","52178","2"
"MT","2","5","Information Not Available","2016","52179","1"
"MT","2","5","Información No Disponible","2016","52179","2"
"MT","2","6","Information Not Available","2016","52180","1"
"MT","2","6","Información No Disponible","2016","52180","2"
"MT","3","1","Information Not Available","2016","52181","1"
"MT","3","1","Información No Disponible","2016","52181","2"
"MT","3","2","$107 - $262","2016","52182","1"
"MT","3","2","$107 - $262","2016","52182","2"
"MT","3","3","Information Not Available","2016","52183","1"
"MT","3","3","Información No Disponible","2016","52183","2"
"MT","3","4","Information Not Available","2016","52184","1"
"MT","3","4","Información No Disponible","2016","52184","2"
"MT","3","5","Information Not Available","2016","52185","1"
"MT","3","5","Información No Disponible","2016","52185","2"
"MT","3","6","Information Not Available","2016","52186","1"
"MT","3","6","Información No Disponible","2016","52186","2"
"MT","4","1","Information Not Available","2016","52187","1"
"MT","4","1","Información No Disponible","2016","52187","2"
"MT","4","2","$103 - $221","2016","52188","1"
"MT","4","2","$103 - $221","2016","52188","2"
"MT","4","3","Information Not Available","2016","52189","1"
"MT","4","3","Información No Disponible","2016","52189","2"
"MT","4","4","Information Not Available","2016","52190","1"
"MT","4","4","Información No Disponible","2016","52190","2"
"MT","4","5","Information Not Available","2016","52191","1"
"MT","4","5","Información No Disponible","2016","52191","2"
"MT","4","6","Information Not Available","2016","52192","1"
"MT","4","6","Información No Disponible","2016","52192","2"
"MT","6","1","Information Not Available","2016","52199","1"
"MT","6","1","Información No Disponible","2016","52199","2"
"MT","6","2","$110 - $260","2016","52200","1"
"MT","6","2","$110 - $260","2016","52200","2"
"MT","6","3","Information Not Available","2016","52201","1"
"MT","6","3","Información No Disponible","2016","52201","2"
"MT","6","4","Information Not Available","2016","52202","1"
"MT","6","4","Información No Disponible","2016","52202","2"
"MT","6","5","Information Not Available","2016","52203","1"
"MT","16","1","Información No Disponible","2016","52259","2"
"MT","16","2","Information Not Available","2016","52260","1"
"MT","16","2","Información No Disponible","2016","52260","2"
"MT","16","3","Information Not Available","2016","52261","1"
"MT","16","3","Información No Disponible","2016","52261","2"
"MT","16","4","Information Not Available","2016","52262","1"
"MT","16","4","Información No Disponible","2016","52262","2"
"MT","16","5","Information Not Available","2016","52263","1"
"MT","16","5","Información No Disponible","2016","52263","2"
"MT","16","6","Information Not Available","2016","52264","1"
"MT","16","6","Información No Disponible","2016","52264","2"
"MT","18","1","Information Not Available","2016","52271","1"
"MT","18","1","Información No Disponible","2016","52271","2"
"MT","18","2","Information Not Available","2016","52272","1"
"MT","18","2","Información No Disponible","2016","52272","2"
"MT","18","3","Information Not Available","2016","52273","1"
"MT","18","3","Información No Disponible","2016","52273","2"
"MT","18","4","Information Not Available","2016","52274","1"
"MT","18","4","Información No Disponible","2016","52274","2"
"MT","18","5","Information Not Available","2016","52275","1"
"MT","18","5","Información No Disponible","2016","52275","2"
"MT","18","6","Information Not Available","2016","52276","1"
"MT","18","6","Información No Disponible","2016","52276","2"
"MT","19","1","Information Not Available","2016","52277","1"
"MT","19","1","Información No Disponible","2016","52277","2"
"MT","19","2","Information Not Available","2016","52278","1"
"MT","19","2","Información No Disponible","2016","52278","2"
"MT","19","3","Information Not Available","2016","52279","1"
"MT","19","3","Información No Disponible","2016","52279","2"
"MT","19","4","Information Not Available","2016","52280","1"
"MT","19","4","Información No Disponible","2016","52280","2"
"MT","19","5","Information Not Available","2016","52281","1"
"MT","19","5","Información No Disponible","2016","52281","2"
"MT","19","6","Information Not Available","2016","52282","1"
"MT","19","6","Información No Disponible","2016","52282","2"
"MT","20","1","Information Not Available","2016","52283","1"
"MT","20","1","Información No Disponible","2016","52283","2"
"MT","20","2","Information Not Available","2016","52284","1"
"MT","20","2","Información No Disponible","2016","52284","2"
"MT","20","3","Information Not Available","2016","52285","1"
"MT","20","3","Información No Disponible","2016","52285","2"
"MT","20","4","Information Not Available","2016","52286","1"
"MT","20","4","Información No Disponible","2016","52286","2"
"MT","20","5","Information Not Available","2016","52287","1"
"MT","20","5","Información No Disponible","2016","52287","2"
"MT","20","6","Information Not Available","2016","52288","1"
"MT","20","6","Información No Disponible","2016","52288","2"
"MT","39","1","Information Not Available","2016","52313","1"
"MT","39","1","Información No Disponible","2016","52313","2"
"MT","39","2","$44 - $107","2016","52314","1"
"MT","39","2","$44 - $107","2016","52314","2"
"MT","39","3","Information Not Available","2016","52315","1"
"MT","39","3","Información No Disponible","2016","52315","2"
"MT","39","4","Information Not Available","2016","52316","1"
"MT","39","4","Información No Disponible","2016","52316","2"
"MT","39","5","Information Not Available","2016","52317","1"
"MT","39","5","Información No Disponible","2016","52317","2"
"MT","39","6","Information Not Available","2016","52318","1"
"MT","39","6","Información No Disponible","2016","52318","2"
"MT","40","1","Information Not Available","2016","52319","1"
"MT","40","1","Información No Disponible","2016","52319","2"
"MT","40","2","$74 - $151","2016","52320","1"
"MT","40","2","$74 - $151","2016","52320","2"
"MT","40","3","Information Not Available","2016","52321","1"
"NC","3","5","Información No Disponible","2016","52353","2"
"NC","3","6","Information Not Available","2016","52354","1"
"NC","3","6","Información No Disponible","2016","52354","2"
"NC","4","1","Information Not Available","2016","52355","1"
"NC","4","1","Información No Disponible","2016","52355","2"
"NC","4","2","$119 - $214","2016","52356","1"
"NC","4","2","$119 - $214","2016","52356","2"
"NC","4","3","Information Not Available","2016","52357","1"
"NC","4","3","Información No Disponible","2016","52357","2"
"NC","4","4","Information Not Available","2016","52358","1"
"NC","4","4","Información No Disponible","2016","52358","2"
"NC","4","5","Information Not Available","2016","52359","1"
"NC","4","5","Información No Disponible","2016","52359","2"
"NC","4","6","Information Not Available","2016","52360","1"
"NC","4","6","Información No Disponible","2016","52360","2"
"NC","6","1","Information Not Available","2016","52367","1"
"NC","6","1","Información No Disponible","2016","52367","2"
"NC","6","2","$127 - $283","2016","52368","1"
"NC","6","2","$127 - $283","2016","52368","2"
"NC","6","3","Information Not Available","2016","52369","1"
"NC","6","3","Información No Disponible","2016","52369","2"
"NC","6","4","Information Not Available","2016","52370","1"
"NC","6","4","Información No Disponible","2016","52370","2"
"NC","6","5","Information Not Available","2016","52371","1"
"NC","6","5","Información No Disponible","2016","52371","2"
"NC","6","6","Information Not Available","2016","52372","1"
"NC","6","6","Información No Disponible","2016","52372","2"
"NC","7","1","Information Not Available","2016","52373","1"
"NC","7","1","Información No Disponible","2016","52373","2"
"NC","7","2","$26 - $80","2016","52374","1"
"NC","7","2","$26 - $80","2016","52374","2"
"NC","7","3","Information Not Available","2016","52375","1"
"NC","7","3","Información No Disponible","2016","52375","2"
"NC","7","4","Information Not Available","2016","52376","1"
"NC","7","4","Información No Disponible","2016","52376","2"
"NC","7","5","Information Not Available","2016","52377","1"
"NC","7","5","Información No Disponible","2016","52377","2"
"NC","7","6","Information Not Available","2016","52378","1"
"NC","7","6","Información No Disponible","2016","52378","2"
"NC","8","1","Information Not Available","2016","52379","1"
"NC","8","1","Información No Disponible","2016","52379","2"
"NC","8","2","$94 - $209","2016","52380","1"
"NC","8","2","$94 - $209","2016","52380","2"
"NC","8","3","Information Not Available","2016","52381","1"
"NC","8","3","Información No Disponible","2016","52381","2"
"NC","8","4","Information Not Available","2016","52382","1"
"NC","8","4","Información No Disponible","2016","52382","2"
"NC","8","5","Information Not Available","2016","52383","1"
"NC","8","5","Información No Disponible","2016","52383","2"
"NC","8","6","Information Not Available","2016","52384","1"
"NC","8","6","Información No Disponible","2016","52384","2"
"NC","13","1","Information Not Available","2016","52409","1"
"NC","13","1","Información No Disponible","2016","52409","2"
"NC","13","2","Information Not Available","2016","52410","1"
"NC","13","2","Información No Disponible","2016","52410","2"
"NC","13","3","Information Not Available","2016","52411","1"
"NC","13","3","Información No Disponible","2016","52411","2"
"NC","13","4","Information Not Available","2016","52412","1"
"NC","13","4","Información No Disponible","2016","52412","2"
"NC","13","5","Information Not Available","2016","52413","1"
"NC","13","5","Información No Disponible","2016","52413","2"
"NC","13","6","Information Not Available","2016","52414","1"
"NC","13","6","Información No Disponible","2016","52414","2"
"NC","14","1","Information Not Available","2016","52415","1"
"NC","14","1","Información No Disponible","2016","52415","2"
"NC","20","3","Información No Disponible","2016","52453","2"
"NC","20","4","Information Not Available","2016","52454","1"
"NC","20","4","Información No Disponible","2016","52454","2"
"NC","20","5","Information Not Available","2016","52455","1"
"NC","20","5","Información No Disponible","2016","52455","2"
"NC","20","6","Information Not Available","2016","52456","1"
"NC","20","6","Información No Disponible","2016","52456","2"
"NC","39","1","Information Not Available","2016","52481","1"
"NC","39","1","Información No Disponible","2016","52481","2"
"NC","39","2","$45 - $97","2016","52482","1"
"NC","39","2","$45 - $97","2016","52482","2"
"NC","39","3","Information Not Available","2016","52483","1"
"NC","39","3","Información No Disponible","2016","52483","2"
"NC","39","4","Information Not Available","2016","52484","1"
"NC","39","4","Información No Disponible","2016","52484","2"
"NC","39","5","Information Not Available","2016","52485","1"
"NC","39","5","Información No Disponible","2016","52485","2"
"NC","39","6","Information Not Available","2016","52486","1"
"NC","39","6","Información No Disponible","2016","52486","2"
"NC","40","1","Information Not Available","2016","52487","1"
"NC","40","1","Información No Disponible","2016","52487","2"
"NC","40","2","$76 - $136","2016","52488","1"
"NC","40","2","$76 - $136","2016","52488","2"
"NC","40","3","Information Not Available","2016","52489","1"
"NC","40","3","Información No Disponible","2016","52489","2"
"NC","40","4","Information Not Available","2016","52490","1"
"NC","40","4","Información No Disponible","2016","52490","2"
"NC","40","5","Information Not Available","2016","52491","1"
"NC","40","5","Información No Disponible","2016","52491","2"
"NC","40","6","Information Not Available","2016","52492","1"
"NC","40","6","Información No Disponible","2016","52492","2"
"NC","41","1","Information Not Available","2016","52493","1"
"NC","41","1","Información No Disponible","2016","52493","2"
"NC","41","2","Information Not Available","2016","52494","1"
"NC","41","2","Información No Disponible","2016","52494","2"
"NC","41","3","Information Not Available","2016","52495","1"
"NC","41","3","Información No Disponible","2016","52495","2"
"NC","41","4","Information Not Available","2016","52496","1"
"NC","41","4","Información No Disponible","2016","52496","2"
"NC","41","5","Information Not Available","2016","52497","1"
"NC","41","5","Información No Disponible","2016","52497","2"
"NC","41","6","Information Not Available","2016","52498","1"
"NC","41","6","Información No Disponible","2016","52498","2"
"NC","42","1","Information Not Available","2016","52499","1"
"NC","42","1","Información No Disponible","2016","52499","2"
"NC","42","2","Information Not Available","2016","52500","1"
"NC","42","2","Información No Disponible","2016","52500","2"
"NC","42","3","Information Not Available","2016","52501","1"
"NC","42","3","Información No Disponible","2016","52501","2"
"NC","42","4","Information Not Available","2016","52502","1"
"NC","42","4","Información No Disponible","2016","52502","2"
"NC","42","5","Information Not Available","2016","52503","1"
"NC","42","5","Información No Disponible","2016","52503","2"
"NC","42","6","Information Not Available","2016","52504","1"
"NC","42","6","Información No Disponible","2016","52504","2"
"ND","1","1","Information Not Available","2016","52505","1"
"ND","1","1","Información No Disponible","2016","52505","2"
"ND","1","2","$60 - $222","2016","52506","1"
"ND","1","2","$60 - $222","2016","52506","2"
"ND","1","3","Information Not Available","2016","52507","1"
"ND","1","3","Información No Disponible","2016","52507","2"
"ND","1","4","Information Not Available","2016","52508","1"
"ND","1","4","Información No Disponible","2016","52508","2"
"ND","1","5","Information Not Available","2016","52509","1"
"ND","8","2","$99 - $244","2016","52548","2"
"ND","8","3","Information Not Available","2016","52549","1"
"ND","8","3","Información No Disponible","2016","52549","2"
"ND","8","4","Information Not Available","2016","52550","1"
"ND","8","4","Información No Disponible","2016","52550","2"
"ND","8","5","Information Not Available","2016","52551","1"
"ND","8","5","Información No Disponible","2016","52551","2"
"ND","8","6","Information Not Available","2016","52552","1"
"ND","8","6","Información No Disponible","2016","52552","2"
"ND","13","1","Information Not Available","2016","52577","1"
"ND","13","1","Información No Disponible","2016","52577","2"
"ND","13","2","Information Not Available","2016","52578","1"
"ND","13","2","Información No Disponible","2016","52578","2"
"ND","13","3","Information Not Available","2016","52579","1"
"ND","13","3","Información No Disponible","2016","52579","2"
"ND","13","4","Information Not Available","2016","52580","1"
"ND","13","4","Información No Disponible","2016","52580","2"
"ND","13","5","Information Not Available","2016","52581","1"
"ND","13","5","Información No Disponible","2016","52581","2"
"ND","13","6","Information Not Available","2016","52582","1"
"ND","13","6","Información No Disponible","2016","52582","2"
"ND","14","1","Information Not Available","2016","52583","1"
"ND","14","1","Información No Disponible","2016","52583","2"
"ND","14","2","Information Not Available","2016","52584","1"
"ND","14","2","Información No Disponible","2016","52584","2"
"ND","14","3","Information Not Available","2016","52585","1"
"ND","14","3","Información No Disponible","2016","52585","2"
"ND","14","4","Information Not Available","2016","52586","1"
"ND","14","4","Información No Disponible","2016","52586","2"
"ND","14","5","Information Not Available","2016","52587","1"
"ND","14","5","Información No Disponible","2016","52587","2"
"ND","14","6","Information Not Available","2016","52588","1"
"ND","14","6","Información No Disponible","2016","52588","2"
"ND","15","1","Information Not Available","2016","52589","1"
"ND","15","1","Información No Disponible","2016","52589","2"
"ND","15","2","Information Not Available","2016","52590","1"
"ND","15","2","Información No Disponible","2016","52590","2"
"ND","15","3","Information Not Available","2016","52591","1"
"ND","15","3","Información No Disponible","2016","52591","2"
"ND","15","4","Information Not Available","2016","52592","1"
"ND","15","4","Información No Disponible","2016","52592","2"
"ND","15","5","Information Not Available","2016","52593","1"
"ND","15","5","Información No Disponible","2016","52593","2"
"ND","15","6","Information Not Available","2016","52594","1"
"ND","15","6","Información No Disponible","2016","52594","2"
"ND","16","1","Information Not Available","2016","52595","1"
"ND","16","1","Información No Disponible","2016","52595","2"
"ND","16","2","Information Not Available","2016","52596","1"
"ND","16","2","Información No Disponible","2016","52596","2"
"ND","16","3","Information Not Available","2016","52597","1"
"ND","16","3","Información No Disponible","2016","52597","2"
"ND","16","4","Information Not Available","2016","52598","1"
"ND","16","4","Información No Disponible","2016","52598","2"
"ND","16","5","Information Not Available","2016","52599","1"
"ND","16","5","Información No Disponible","2016","52599","2"
"ND","16","6","Information Not Available","2016","52600","1"
"ND","16","6","Información No Disponible","2016","52600","2"
"ND","18","1","Information Not Available","2016","52607","1"
"ND","18","1","Información No Disponible","2016","52607","2"
"ND","18","2","Information Not Available","2016","52608","1"
"ND","18","2","Información No Disponible","2016","52608","2"
"ND","18","3","Information Not Available","2016","52609","1"
"ND","18","3","Información No Disponible","2016","52609","2"
"ND","41","6","Information Not Available","2016","52666","1"
"ND","41","6","Información No Disponible","2016","52666","2"
"ND","42","1","Information Not Available","2016","52667","1"
"ND","42","1","Información No Disponible","2016","52667","2"
"ND","42","2","Information Not Available","2016","52668","1"
"ND","42","2","Información No Disponible","2016","52668","2"
"ND","42","3","Information Not Available","2016","52669","1"
"ND","42","3","Información No Disponible","2016","52669","2"
"ND","42","4","Information Not Available","2016","52670","1"
"ND","42","4","Información No Disponible","2016","52670","2"
"ND","42","5","Information Not Available","2016","52671","1"
"ND","42","5","Información No Disponible","2016","52671","2"
"ND","42","6","Information Not Available","2016","52672","1"
"ND","42","6","Información No Disponible","2016","52672","2"
"NE","1","1","Information Not Available","2016","52673","1"
"NE","1","1","Información No Disponible","2016","52673","2"
"NE","1","2","$77 - $235","2016","52674","1"
"NE","1","2","$77 - $235","2016","52674","2"
"NE","1","3","Information Not Available","2016","52675","1"
"NE","1","3","Información No Disponible","2016","52675","2"
"NE","1","4","Information Not Available","2016","52676","1"
"NE","1","4","Información No Disponible","2016","52676","2"
"NE","1","5","Information Not Available","2016","52677","1"
"NE","1","5","Información No Disponible","2016","52677","2"
"NE","1","6","Information Not Available","2016","52678","1"
"NE","1","6","Información No Disponible","2016","52678","2"
"NE","2","1","Information Not Available","2016","52679","1"
"NE","2","1","Información No Disponible","2016","52679","2"
"NE","2","2","$100 - $268","2016","52680","1"
"NE","2","2","$100 - $268","2016","52680","2"
"NE","2","3","Information Not Available","2016","52681","1"
"NE","2","3","Información No Disponible","2016","52681","2"
"NE","2","4","Information Not Available","2016","52682","1"
"NE","2","4","Información No Disponible","2016","52682","2"
"NE","2","5","Information Not Available","2016","52683","1"
"NE","2","5","Información No Disponible","2016","52683","2"
"NE","2","6","Information Not Available","2016","52684","1"
"NE","2","6","Información No Disponible","2016","52684","2"
"NE","3","1","Information Not Available","2016","52685","1"
"NE","3","1","Información No Disponible","2016","52685","2"
"NE","3","2","$114 - $304","2016","52686","1"
"NE","3","2","$114 - $304","2016","52686","2"
"NE","3","3","Information Not Available","2016","52687","1"
"NE","3","3","Información No Disponible","2016","52687","2"
"NE","3","4","Information Not Available","2016","52688","1"
"NE","3","4","Información No Disponible","2016","52688","2"
"NE","3","5","Information Not Available","2016","52689","1"
"NE","3","5","Información No Disponible","2016","52689","2"
"NE","3","6","Information Not Available","2016","52690","1"
"NE","3","6","Información No Disponible","2016","52690","2"
"NE","4","1","Information Not Available","2016","52691","1"
"NE","4","1","Información No Disponible","2016","52691","2"
"NE","4","2","$112 - $218","2016","52692","1"
"NE","4","2","$112 - $218","2016","52692","2"
"NE","4","3","Information Not Available","2016","52693","1"
"NE","4","3","Información No Disponible","2016","52693","2"
"NE","4","4","Information Not Available","2016","52694","1"
"NE","4","4","Información No Disponible","2016","52694","2"
"NE","4","5","Information Not Available","2016","52695","1"
"NE","4","5","Información No Disponible","2016","52695","2"
"NE","4","6","Information Not Available","2016","52696","1"
"NE","4","6","Información No Disponible","2016","52696","2"
"NE","6","1","Information Not Available","2016","52703","1"
"NE","6","1","Información No Disponible","2016","52703","2"
"NE","6","2","$109 - $250","2016","52704","1"
"NE","6","2","$109 - $250","2016","52704","2"
"NE","15","4","Información No Disponible","2016","52760","2"
"NE","15","5","Information Not Available","2016","52761","1"
"NE","15","5","Información No Disponible","2016","52761","2"
"NE","15","6","Information Not Available","2016","52762","1"
"NE","15","6","Información No Disponible","2016","52762","2"
"NE","16","1","Information Not Available","2016","52763","1"
"NE","16","1","Información No Disponible","2016","52763","2"
"NE","16","2","Information Not Available","2016","52764","1"
"NE","16","2","Información No Disponible","2016","52764","2"
"NE","16","3","Information Not Available","2016","52765","1"
"NE","16","3","Información No Disponible","2016","52765","2"
"NE","16","4","Information Not Available","2016","52766","1"
"NE","16","4","Información No Disponible","2016","52766","2"
"NE","16","5","Information Not Available","2016","52767","1"
"NE","16","5","Información No Disponible","2016","52767","2"
"NE","16","6","Information Not Available","2016","52768","1"
"NE","16","6","Información No Disponible","2016","52768","2"
"NE","18","1","Information Not Available","2016","52775","1"
"NE","18","1","Información No Disponible","2016","52775","2"
"NE","18","2","Information Not Available","2016","52776","1"
"NE","18","2","Información No Disponible","2016","52776","2"
"NE","18","3","Information Not Available","2016","52777","1"
"NE","18","3","Información No Disponible","2016","52777","2"
"NE","18","4","Information Not Available","2016","52778","1"
"NE","18","4","Información No Disponible","2016","52778","2"
"NE","18","5","Information Not Available","2016","52779","1"
"NE","18","5","Información No Disponible","2016","52779","2"
"NE","18","6","Information Not Available","2016","52780","1"
"NE","18","6","Información No Disponible","2016","52780","2"
"NE","19","1","Information Not Available","2016","52781","1"
"NE","19","1","Información No Disponible","2016","52781","2"
"NE","19","2","Information Not Available","2016","52782","1"
"NE","19","2","Información No Disponible","2016","52782","2"
"NE","19","3","Information Not Available","2016","52783","1"
"NE","19","3","Información No Disponible","2016","52783","2"
"NE","19","4","Information Not Available","2016","52784","1"
"NE","19","4","Información No Disponible","2016","52784","2"
"NE","19","5","Information Not Available","2016","52785","1"
"NE","19","5","Información No Disponible","2016","52785","2"
"NE","19","6","Information Not Available","2016","52786","1"
"NE","19","6","Información No Disponible","2016","52786","2"
"NE","20","1","Information Not Available","2016","52787","1"
"NE","20","1","Información No Disponible","2016","52787","2"
"NE","20","2","Information Not Available","2016","52788","1"
"NE","20","2","Información No Disponible","2016","52788","2"
"NE","20","3","Information Not Available","2016","52789","1"
"NE","20","3","Información No Disponible","2016","52789","2"
"NE","20","4","Information Not Available","2016","52790","1"
"NE","20","4","Información No Disponible","2016","52790","2"
"NE","20","5","Information Not Available","2016","52791","1"
"NE","20","5","Información No Disponible","2016","52791","2"
"NE","20","6","Information Not Available","2016","52792","1"
"NE","20","6","Información No Disponible","2016","52792","2"
"NE","39","1","Information Not Available","2016","52817","1"
"NE","39","1","Información No Disponible","2016","52817","2"
"NE","39","2","$48 - $105","2016","52818","1"
"NE","39","2","$48 - $105","2016","52818","2"
"NE","39","3","Information Not Available","2016","52819","1"
"NE","39","3","Información No Disponible","2016","52819","2"
"NE","39","4","Information Not Available","2016","52820","1"
"NE","39","4","Información No Disponible","2016","52820","2"
"NE","39","5","Information Not Available","2016","52821","1"
"NE","39","5","Información No Disponible","2016","52821","2"
"NH","3","2","$172 - $275","2016","52854","1"
"NH","3","2","$172 - $275","2016","52854","2"
"NH","3","3","Information Not Available","2016","52855","1"
"NH","3","3","Información No Disponible","2016","52855","2"
"NH","3","4","Information Not Available","2016","52856","1"
"NH","3","4","Información No Disponible","2016","52856","2"
"NH","3","5","Information Not Available","2016","52857","1"
"NH","3","5","Información No Disponible","2016","52857","2"
"NH","3","6","Information Not Available","2016","52858","1"
"NH","3","6","Información No Disponible","2016","52858","2"
"NH","6","1","Information Not Available","2016","52871","1"
"NH","6","1","Información No Disponible","2016","52871","2"
"NH","6","2","$173 - $357","2016","52872","1"
"NH","6","2","$173 - $357","2016","52872","2"
"NH","6","3","Information Not Available","2016","52873","1"
"NH","6","3","Información No Disponible","2016","52873","2"
"NH","6","4","Information Not Available","2016","52874","1"
"NH","6","4","Información No Disponible","2016","52874","2"
"NH","6","5","Information Not Available","2016","52875","1"
"NH","6","5","Información No Disponible","2016","52875","2"
"NH","6","6","Information Not Available","2016","52876","1"
"NH","6","6","Información No Disponible","2016","52876","2"
"NH","7","1","Information Not Available","2016","52877","1"
"NH","7","1","Información No Disponible","2016","52877","2"
"NH","7","2","$48 - $81","2016","52878","1"
"NH","7","2","$48 - $81","2016","52878","2"
"NH","7","3","Information Not Available","2016","52879","1"
"NH","7","3","Información No Disponible","2016","52879","2"
"NH","7","4","Information Not Available","2016","52880","1"
"NH","7","4","Información No Disponible","2016","52880","2"
"NH","7","5","Information Not Available","2016","52881","1"
"NH","7","5","Información No Disponible","2016","52881","2"
"NH","7","6","Information Not Available","2016","52882","1"
"NH","7","6","Información No Disponible","2016","52882","2"
"NH","8","1","Information Not Available","2016","52883","1"
"NH","8","1","Información No Disponible","2016","52883","2"
"NH","8","2","$146 - $311","2016","52884","1"
"NH","8","2","$146 - $311","2016","52884","2"
"NH","8","3","Information Not Available","2016","52885","1"
"NH","8","3","Información No Disponible","2016","52885","2"
"NH","8","4","Information Not Available","2016","52886","1"
"NH","8","4","Información No Disponible","2016","52886","2"
"NH","8","5","Information Not Available","2016","52887","1"
"NH","8","5","Información No Disponible","2016","52887","2"
"NH","8","6","Information Not Available","2016","52888","1"
"NH","8","6","Información No Disponible","2016","52888","2"
"NH","13","1","Information Not Available","2016","52913","1"
"NH","13","1","Información No Disponible","2016","52913","2"
"NH","13","2","Information Not Available","2016","52914","1"
"NH","13","2","Información No Disponible","2016","52914","2"
"NH","13","3","Information Not Available","2016","52915","1"
"NH","13","3","Información No Disponible","2016","52915","2"
"NH","13","4","Information Not Available","2016","52916","1"
"NH","13","4","Información No Disponible","2016","52916","2"
"NH","13","5","Information Not Available","2016","52917","1"
"NH","13","5","Información No Disponible","2016","52917","2"
"NH","13","6","Information Not Available","2016","52918","1"
"NH","13","6","Información No Disponible","2016","52918","2"
"NH","14","1","Information Not Available","2016","52919","1"
"NH","14","1","Información No Disponible","2016","52919","2"
"NH","14","2","Information Not Available","2016","52920","1"
"NH","14","2","Información No Disponible","2016","52920","2"
"NH","14","3","Information Not Available","2016","52921","1"
"NH","14","3","Información No Disponible","2016","52921","2"
"NH","20","5","Information Not Available","2016","52959","1"
"NH","20","5","Información No Disponible","2016","52959","2"
"NH","20","6","Information Not Available","2016","52960","1"
"NH","20","6","Información No Disponible","2016","52960","2"
"NH","39","1","Information Not Available","2016","52985","1"
"NH","39","1","Información No Disponible","2016","52985","2"
"NH","39","2","$59 - $130","2016","52986","1"
"NH","39","2","$59 - $130","2016","52986","2"
"NH","39","3","Information Not Available","2016","52987","1"
"NH","39","3","Información No Disponible","2016","52987","2"
"NH","39","4","Information Not Available","2016","52988","1"
"NH","39","4","Información No Disponible","2016","52988","2"
"NH","39","5","Information Not Available","2016","52989","1"
"NH","39","5","Información No Disponible","2016","52989","2"
"NH","39","6","Information Not Available","2016","52990","1"
"NH","39","6","Información No Disponible","2016","52990","2"
"NH","40","1","Information Not Available","2016","52991","1"
"NH","40","1","Información No Disponible","2016","52991","2"
"NH","40","2","$100 - $169","2016","52992","1"
"NH","40","2","$100 - $169","2016","52992","2"
"NH","40","3","Information Not Available","2016","52993","1"
"NH","40","3","Información No Disponible","2016","52993","2"
"NH","40","4","Information Not Available","2016","52994","1"
"NH","40","4","Información No Disponible","2016","52994","2"
"NH","40","5","Information Not Available","2016","52995","1"
