"zip_code","county_name","state_name","name","addrs1","city","abbrev","zip","web_addr","textcond","sp_textcond","description","over65","under65","na_available","community","issue","attained","na_rating","last_mod"
"22199","FAIRFAX","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22401","SPOTSYLVANIA","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22401","FREDERICKSBURG CITY","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22402","FREDERICKSBURG CITY","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22403","STAFFORD","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22404","FREDERICKSBURG CITY","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22405","STAFFORD","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22406","STAFFORD","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22407","SPOTSYLVANIA","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22407","FREDERICKSBURG CITY","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22408","CAROLINE","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22408","SPOTSYLVANIA","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22412","STAFFORD","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22427","CAROLINE","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22428","CAROLINE","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22430","STAFFORD","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22432","NORTHUMBERLAND","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22433","ORANGE","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22435","NORTHUMBERLAND","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22435","RICHMOND","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22435","WESTMORELAND","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22436","ESSEX","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22437","ESSEX","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22438","CAROLINE","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22438","ESSEX","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22442","WESTMORELAND","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22443","WESTMORELAND","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22446","CAROLINE","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22448","KING GEORGE","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22451","KING GEORGE","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22454","ESSEX","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22456","NORTHUMBERLAND","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22460","RICHMOND","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22463","STAFFORD","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22469","WESTMORELAND","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22471","STAFFORD","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22472","RICHMOND","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22473","LANCASTER","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22473","NORTHUMBERLAND","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22476","ESSEX","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22480","LANCASTER","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22481","KING GEORGE","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22482","LANCASTER","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22482","NORTHUMBERLAND","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22485","KING GEORGE","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22488","WESTMORELAND","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22501","CAROLINE","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22503","LANCASTER","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22503","NORTHUMBERLAND","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22504","ESSEX","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22504","MIDDLESEX","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22507","LANCASTER","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22508","ORANGE","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22508","SPOTSYLVANIA","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22509","ESSEX","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22511","NORTHUMBERLAND","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22513","LANCASTER","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22514","CAROLINE","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22514","KING AND QUEEN","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22517","LANCASTER","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22520","RICHMOND","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22520","WESTMORELAND","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22523","LANCASTER","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22524","WESTMORELAND","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22526","KING GEORGE","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22528","LANCASTER","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22529","WESTMORELAND","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22530","NORTHUMBERLAND","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22534","SPOTSYLVANIA","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22535","CAROLINE","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22538","CAROLINE","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22539","NORTHUMBERLAND","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22542","ORANGE","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22544","KING GEORGE","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22545","STAFFORD","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22546","CAROLINE","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22546","HANOVER","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22547","KING GEORGE","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22548","RICHMOND","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22551","SPOTSYLVANIA","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22552","CAROLINE","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22553","SPOTSYLVANIA","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22554","STAFFORD","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22555","STAFFORD","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22556","STAFFORD","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22558","WESTMORELAND","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22560","ESSEX","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
"22560","KING AND QUEEN","Virginia","Anthem Blue Cross Blue Shield","700 Broadway","Denver","CO","80273","www.anthem.com","This Medigap plan may not be available in your area.  Please contact the plan for details.","Este plan de Medigap puede no estar disponible en su área. Para más información  comuníquese con el plan.","Medigap Policy F","True","False","False","False","False","True","False","Jun 13  2011"
