"StateName","Org_ID","Name","Phone","Ext"
"South Dakota","186","Humana Insurance Company","8883108482",""
"Tennessee","186","Humana Insurance Company","8883108482",""
"Texas - Eastern & Southern","186","Humana Insurance Company","8883108482",""
"Texas - Northern & Western","186","Humana Insurance Company","8883108482",""
"Utah","186","Humana Insurance Company","8883108482",""
"Virginia","186","Humana Insurance Company","8883108482",""
"Vermont","186","Humana Insurance Company","8883108482",""
"Washington","186","Humana Insurance Company","8883108482",""
"Wisconsin","186","Humana Insurance Company","8883108482",""
"West Virginia","186","Humana Insurance Company","8883108482",""
"Wyoming","186","Humana Insurance Company","8883108482",""
"Pennsylvania","189","Independence Blue Cross","8889261212",""
"Michigan","194","Kanawha Insurance Co","8883134534",""
"Mississippi","194","Kanawha Insurance Co","8008660581",""
"Washington","195","KPS Health Plans","8005527114",""
"Alaska","196","Liberty National Life Insurance Co","8003312512",""
"Alabama","196","Liberty National Life Insurance Co","8003312512",""
"Arkansas","196","Liberty National Life Insurance Co","8003312512",""
"Arizona","196","Liberty National Life Insurance Co","8003312512",""
"California - Northern & Central","196","Liberty National Life Insurance Co","8003312512",""
"California - Southern","196","Liberty National Life Insurance Co","8003312512",""
"Colorado","196","Liberty National Life Insurance Co","8003312512",""
"Delaware","196","Liberty National Life Insurance Co","8003312512",""
"Florida - Northern","196","Liberty National Life Insurance Co","8003312512",""
"Florida - Southern","196","Liberty National Life Insurance Co","8003312512",""
"Georgia","196","Liberty National Life Insurance Co","6029571650",""
"Iowa","196","Liberty National Life Insurance Co","8003312512",""
"Idaho","196","Liberty National Life Insurance Co","8003330637",""
"Illinois","196","Liberty National Life Insurance Co","8003312512",""
"Indiana","196","Liberty National Life Insurance Co","8003312512",""
"Kansas","196","Liberty National Life Insurance Co","2053252722",""
"Kentucky","196","Liberty National Life Insurance Co","2053254979",""
"Louisiana","196","Liberty National Life Insurance Co","8003312512",""
"Maryland","196","Liberty National Life Insurance Co","8003312512",""
"Michigan","196","Liberty National Life Insurance Co","8003312512",""
"Missouri","196","Liberty National Life Insurance Co","8003312512",""
"Mississippi","196","Liberty National Life Insurance Co","8003312512",""
"Montana","196","Liberty National Life Insurance Co","8003312512",""
"North Carolina","196","Liberty National Life Insurance Co","8003312512",""
"North Dakota","196","Liberty National Life Insurance Co","2053252722",""
"Nebraska","196","Liberty National Life Insurance Co","8003312512",""
"New Mexico","196","Liberty National Life Insurance Co","8003312512",""
"Nevada","196","Liberty National Life Insurance Co","8003312512",""
"Ohio - Western & Southern","196","Liberty National Life Insurance Co","8003312512",""
"Ohio - Eastern","196","Liberty National Life Insurance Co","8003312512",""
"Oklahoma","196","Liberty National Life Insurance Co","8003312512",""
"Oregon","196","Liberty National Life Insurance Co","8003312512",""
"Pennsylvania","196","Liberty National Life Insurance Co","9725295085",""
"Rhode Island","196","Liberty National Life Insurance Co","8003312512",""
"South Carolina","196","Liberty National Life Insurance Co","8003312512",""
"South Dakota","196","Liberty National Life Insurance Co","8003312512",""
"Tennessee","196","Liberty National Life Insurance Co","9725295085",""
"Texas - Eastern & Southern","196","Liberty National Life Insurance Co","8003312512",""
"Texas - Northern & Western","196","Liberty National Life Insurance Co","8003312512",""
"Utah","196","Liberty National Life Insurance Co","8003312512",""
"Virginia","196","Liberty National Life Insurance Co","8003312512",""
"Vermont","196","Liberty National Life Insurance Co","8003312512",""
"Wisconsin","196","Liberty National Life Insurance Co","8003312512",""
"West Virginia","196","Liberty National Life Insurance Co","2053252722",""
"Wyoming","196","Liberty National Life Insurance Co","8003312512",""
"Michigan","203","Lincoln National Life Insurance Co","8004338181",""
"Arkansas","205","Madison National Life Insurance Company  Inc.","8003569601",""
"Idaho","205","Madison National Life Insurance Company  Inc.","8006880010",""
"Kansas","205","Madison National Life Insurance Company  Inc.","8006880010",""
"Kentucky","205","Madison National Life Insurance Company  Inc.","8003569601",""
"North Dakota","205","Madison National Life Insurance Company  Inc.","6088302000",""
"Oklahoma","205","Madison National Life Insurance Company  Inc.","8779060934",""
"Pennsylvania","205","Madison National Life Insurance Company  Inc.","6088302000",""
"Texas - Eastern & Southern","205","Madison National Life Insurance Company  Inc.","8667466610",""
"Texas - Northern & Western","205","Madison National Life Insurance Company  Inc.","8667466610",""
"West Virginia","205","Madison National Life Insurance Company  Inc.","8003569601",""
"Alabama","206","Medico Insurance Company","4024968234",""
"Arkansas","206","Medico Insurance Company","4023916900",""
"Arizona","206","Medico Insurance Company","4023916900",""
"Colorado","206","Medico Insurance Company","4023916900",""
"Georgia","206","Medico Insurance Company","4023916900",""
"Iowa","206","Medico Insurance Company","4023916900",""
"Idaho","206","Medico Insurance Company","8002286080",""
"Illinois","206","Medico Insurance Company","4023916900",""
"Indiana","206","Medico Insurance Company","4023916900",""
"Kansas","206","Medico Insurance Company","4023916900",""
"Kentucky","206","Medico Insurance Company","4023916900",""
"Louisiana","206","Medico Insurance Company","4023916900",""
"Michigan","206","Medico Insurance Company","4023916900",""
"Missouri","206","Medico Insurance Company","4023916900",""
"Mississippi","206","Medico Insurance Company","4023916900",""
"Montana","206","Medico Insurance Company","8002286080",""
"North Carolina","206","Medico Insurance Company","4023916900",""
"Nebraska","206","Medico Insurance Company","4023916900",""
"New Mexico","206","Medico Insurance Company","4023916900",""
"Nevada","206","Medico Insurance Company","4023916900",""
"Ohio - Western & Southern","206","Medico Insurance Company","4023916900",""
"Ohio - Eastern","206","Medico Insurance Company","4023916900",""
"Oklahoma","206","Medico Insurance Company","4023916900",""
"Oregon","206","Medico Insurance Company","4023916900",""
"Pennsylvania","206","Medico Insurance Company","4023916900",""
"South Carolina","206","Medico Insurance Company","4023916900",""
"South Dakota","206","Medico Insurance Company","8002286080",""
"Tennessee","206","Medico Insurance Company","8002286080",""
"Texas - Eastern & Southern","206","Medico Insurance Company","4023916900",""
"Texas - Northern & Western","206","Medico Insurance Company","4023916900",""
"Utah","206","Medico Insurance Company","4023916900",""
"Virginia","206","Medico Insurance Company","4023916900",""
"Wisconsin","206","Medico Insurance Company","8002286080",""
"West Virginia","206","Medico Insurance Company","4023916900",""
"Wyoming","206","Medico Insurance Company","4023916900",""
"Arizona","208","Everence Association Inc.","8003487468",""
"California - Northern & Central","208","Everence Association Inc.","8003487468",""
"California - Southern","208","Everence Association Inc.","8003487468",""
"Colorado","208","Everence Association Inc.","8003487468",""
"Delaware","208","Everence Association Inc.","8003487468",""
"Florida - Northern","208","Everence Association Inc.","8003487468",""
"Florida - Southern","208","Everence Association Inc.","8003487468",""
"Iowa","208","Everence Association Inc.","8003487468","2466"
"Idaho","208","Everence Association Inc.","8003487468","2460"
"Illinois","208","Everence Association Inc.","8003487468",""
"Indiana","208","Everence Association Inc.","8003487468",""
"Kansas","208","Everence Association Inc.","8003487468",""
"Maryland","208","Everence Association Inc.","8003487468",""
"Michigan","208","Everence Association Inc.","8004515719",""
"Montana","208","Everence Association Inc.","8003487468",""
"Nebraska","208","Everence Association Inc.","8003487468",""
"Ohio - Western & Southern","208","Everence Association Inc.","8003487468",""
"Ohio - Eastern","208","Everence Association Inc.","8003487468",""
"Oklahoma","208","Everence Association Inc.","8003487468",""
"Oregon","208","Everence Association Inc.","8003487468",""
"Pennsylvania","208","Everence Association Inc.","8003487468",""
"South Dakota","208","Everence Association Inc.","8003487468",""
"Virginia","208","Everence Association Inc.","8003487468","280"
"Minnesota","212","Minnesota Comprehensive Health Association","8003253540",""
"Florida - Northern","216","Transamerica Premier Life Insurance Company (formerly Monumental Life Insurance Company)","8662059120",""
"Florida - Southern","216","Transamerica Premier Life Insurance Company (formerly Monumental Life Insurance Company)","8662059120",""
"Idaho","216","Transamerica Premier Life Insurance Company (formerly Monumental Life Insurance Company)","8003227164",""
"Massachusetts","216","Transamerica Premier Life Insurance Company (formerly Monumental Life Insurance Company)","8004585736",""
"Michigan","216","Transamerica Premier Life Insurance Company (formerly Monumental Life Insurance Company)","8006383080",""
"Missouri","216","Transamerica Premier Life Insurance Company (formerly Monumental Life Insurance Company)","8008519777",""
"Mississippi","216","Transamerica Premier Life Insurance Company (formerly Monumental Life Insurance Company)","8007529797",""
"New Hampshire","216","Transamerica Premier Life Insurance Company (formerly Monumental Life Insurance Company)","8003227164",""
"Oregon","216","Transamerica Premier Life Insurance Company (formerly Monumental Life Insurance Company)","8007529797",""
"South Dakota","216","Transamerica Premier Life Insurance Company (formerly Monumental Life Insurance Company)","8002471771",""
"Washington","216","Transamerica Premier Life Insurance Company (formerly Monumental Life Insurance Company)","8882729272",""
"Mississippi","221","National Benefit Life Insurance Co","8002222062",""
"Washington","225","Premera Blue Cross","8007526663",""
"Georgia","230","National States Insurance Company","8008686788",""
"Indiana","230","National States Insurance Company","8008686788",""
"Indiana","234","New Era Life Insurance Companies","8005527879",""
"Mississippi","234","New Era Life Insurance Companies","8005527879",""
"North Carolina","234","New Era Life Insurance Companies","8007134680","1150"
"Pennsylvania","234","New Era Life Insurance Companies","8005527879",""
"South Carolina","234","New Era Life Insurance Companies","8005527879",""
"Texas - Eastern & Southern","234","New Era Life Insurance Companies","8773684692",""
"Texas - Northern & Western","234","New Era Life Insurance Companies","8773684692",""
"New Mexico","237","Blue Cross Blue Shield of New Mexico","8003078144",""
"Michigan","238","New York Life Insurance Co","8007107945",""
"Mississippi","238","New York Life Insurance Co","2125767000",""
"Indiana","239","North American Insurance Company","8776679368",""
"Michigan","239","North American Insurance Company","8776679368",""
"Arizona","241","Pekin Life Insurance Co","8883533359",""
"Iowa","241","Pekin Life Insurance Co","8004470122",""
"Illinois","241","Pekin Life Insurance Co","8003220160",""
"Indiana","241","Pekin Life Insurance Co","8003220160",""
"Kansas","241","Pekin Life Insurance Co","3093461161",""
"Michigan","241","Pekin Life Insurance Co","8003220160",""
"Missouri","241","Pekin Life Insurance Co","8003220160",""
"Nebraska","241","Pekin Life Insurance Co","8003220160",""
"Ohio - Western & Southern","241","Pekin Life Insurance Co","8003220160",""
"Ohio - Eastern","241","Pekin Life Insurance Co","8003220160",""
"Virginia","241","Pekin Life Insurance Co","8003220160",""
"Wisconsin","241","Pekin Life Insurance Co","8004470122",""
"Oregon","242","Moda Health Plans (formerly ODS Health Plans)","8772777073",""
"Mississippi","243","Old American Insurance Co","8167537000",""
"Arkansas","245","Old Surety Life Insurance Co","8002725466",""
"Kansas","245","Old Surety Life Insurance Co","8002725466",""
"Missouri","245","Old Surety Life Insurance Co","8002725466",""
"Montana","245","Old Surety Life Insurance Co","8002725466",""
"North Carolina","245","Old Surety Life Insurance Co","8002725466",""
"New Mexico","245","Old Surety Life Insurance Co","8002725466",""
"Oklahoma","245","Old Surety Life Insurance Co","8002725466",""
"Texas - Eastern & Southern","245","Old Surety Life Insurance Co","8002725466",""
"Texas - Northern & Western","245","Old Surety Life Insurance Co","8002725466",""
"Arkansas","247","Order of United Commercial Travelers of America","8008480123",""
"Arizona","247","Order of United Commercial Travelers of America","8008480123",""
"Colorado","247","Order of United Commercial Travelers of America","8008480123",""
"Georgia","247","Order of United Commercial Travelers of America","8008480123",""
"Iowa","247","Order of United Commercial Travelers of America","8008480123",""
"Idaho","247","Order of United Commercial Travelers of America","8008480123",""
"Illinois","247","Order of United Commercial Travelers of America","8008480123",""
"Kansas","247","Order of United Commercial Travelers of America","8008480123",""
"Kentucky","247","Order of United Commercial Travelers of America","8008480123",""
"Louisiana","247","Order of United Commercial Travelers of America","8008480123",""
"Michigan","247","Order of United Commercial Travelers of America","8008480123",""
"Mississippi","247","Order of United Commercial Travelers of America","8008480123",""
"Montana","247","Order of United Commercial Travelers of America","8008480123",""
"North Carolina","247","Order of United Commercial Travelers of America","8008480123",""
"North Dakota","247","Order of United Commercial Travelers of America","8008480123",""
"Nebraska","247","Order of United Commercial Travelers of America","8008480123",""
"Oklahoma","247","Order of United Commercial Travelers of America","8008480123",""
"Oregon","247","Order of United Commercial Travelers of America","8008480123","304"
"Pennsylvania","247","Order of United Commercial Travelers of America","8008480123",""
"Virginia","247","Order of United Commercial Travelers of America","8008480123",""
"Wisconsin","247","Order of United Commercial Travelers of America","8008480123",""
"Wyoming","247","Order of United Commercial Travelers of America","8008480123",""
"Indiana","252","Peoples Benefit Life Insurance Co","8003566271",""
"Alabama","256","Philadelphia American Life Insurance Co","2813687235",""
"Arkansas","256","Philadelphia American Life Insurance Co","8007134680",""
"Arizona","256","Philadelphia American Life Insurance Co","8773684691",""
"Indiana","256","Philadelphia American Life Insurance Co","8008668950",""
"Kansas","256","Philadelphia American Life Insurance Co","8007134680",""
"Mississippi","256","Philadelphia American Life Insurance Co","8005527879",""
"North Carolina","256","Philadelphia American Life Insurance Co","8005527879",""
"Nebraska","256","Philadelphia American Life Insurance Co","8005540092",""
"New Jersey","256","Philadelphia American Life Insurance Co","8005527879",""
"New Mexico","256","Philadelphia American Life Insurance Co","8005527879",""
"Ohio - Western & Southern","256","Philadelphia American Life Insurance Co","8005527879",""
"Ohio - Eastern","256","Philadelphia American Life Insurance Co","8005527879",""
"Oklahoma","256","Philadelphia American Life Insurance Co","8007134680",""
"Pennsylvania","256","Philadelphia American Life Insurance Co","2813687200",""
"Tennessee","256","Philadelphia American Life Insurance Co","2813687200",""
"Alabama","258","Physicians Mutual Insurance Co","8002289100",""
"Arkansas","258","Physicians Mutual Insurance Co","8002289100",""
"Arizona","258","Physicians Mutual Insurance Co","8002289100",""
"California - Northern & Central","258","Physicians Mutual Insurance Co","8002289100",""
"California - Southern","258","Physicians Mutual Insurance Co","8002289100",""
"Colorado","258","Physicians Mutual Insurance Co","8002289100",""
"District of Columbia","258","Physicians Mutual Insurance Co","8003256300",""
"Iowa","258","Physicians Mutual Insurance Co","8002289100",""
"Illinois","258","Physicians Mutual Insurance Co","8002289100",""
"Indiana","258","Physicians Mutual Insurance Co","8002289100",""
"Kansas","258","Physicians Mutual Insurance Co","8002289100",""
"Kentucky","258","Physicians Mutual Insurance Co","8002289100",""
"Louisiana","258","Physicians Mutual Insurance Co","8002289100",""
"Maryland","258","Physicians Mutual Insurance Co","8004698157",""
"Michigan","258","Physicians Mutual Insurance Co","8002289100",""
"Missouri","258","Physicians Mutual Insurance Co","8002289100",""
"Mississippi","258","Physicians Mutual Insurance Co","8002289100",""
"North Carolina","258","Physicians Mutual Insurance Co","8002289100",""
"Nebraska","258","Physicians Mutual Insurance Co","8002289100",""
"Nevada","258","Physicians Mutual Insurance Co","8002289100",""
"Ohio - Western & Southern","258","Physicians Mutual Insurance Co","8002289100",""
"Ohio - Eastern","258","Physicians Mutual Insurance Co","8002289100",""
"Oklahoma","258","Physicians Mutual Insurance Co","8002289100",""
"Pennsylvania","258","Physicians Mutual Insurance Co","8002289100",""
"South Dakota","258","Physicians Mutual Insurance Co","8002889100",""
"Tennessee","258","Physicians Mutual Insurance Co","8002289100",""
"Texas - Eastern & Southern","258","Physicians Mutual Insurance Co","8002289100",""
"Texas - Northern & Western","258","Physicians Mutual Insurance Co","8002289100",""
"Virginia","258","Physicians Mutual Insurance Co","8002289100",""
"Wisconsin","258","Physicians Mutual Insurance Co","8002289100",""
"Wyoming","258","Physicians Mutual Insurance Co","8002289100",""
"Mississippi","267","Principal Mutual Life Insurance Company","5152488253",""
"Utah","276","Regence BlueCross BlueShield of Utah","8883194181",""
"Washington","277","Regence BlueShield","8887343623",""
"Oregon","278","Regence BlueCross BlueShield of Oregon","8887343623",""
"Washington","278","Regence BlueCross BlueShield of Oregon","8002583590",""
"Idaho","279","Regence BlueShield of Idaho","8887343623",""
"Washington","280","Asuris Northwest Health","8667042708",""
"Alabama","281","Reserve National Insurance Company","8006549106",""
"Arkansas","281","Reserve National Insurance Company","8006549106",""
"Arizona","281","Reserve National Insurance Company","8006549106",""
"Colorado","281","Reserve National Insurance Company","8006549106",""
"Delaware","281","Reserve National Insurance Company","8006549106",""
"Iowa","281","Reserve National Insurance Company","8006549106",""
"Idaho","281","Reserve National Insurance Company","8006549106",""
"Illinois","281","Reserve National Insurance Company","8006549106",""
"Indiana","281","Reserve National Insurance Company","8006549106",""
"Kansas","281","Reserve National Insurance Company","8006549106",""
"Kentucky","281","Reserve National Insurance Company","8006549106",""
"Louisiana","281","Reserve National Insurance Company","8006549106",""
"Missouri","281","Reserve National Insurance Company","8006549106","7"
"Mississippi","281","Reserve National Insurance Company","8006549106",""
"Montana","281","Reserve National Insurance Company","8008741431",""
"North Carolina","281","Reserve National Insurance Company","8006549106",""
"North Dakota","281","Reserve National Insurance Company","4058487931",""
"Nebraska","281","Reserve National Insurance Company","8006549106",""
"New Jersey","281","Reserve National Insurance Company","8006549106",""
"New Mexico","281","Reserve National Insurance Company","8006549106",""
"Nevada","281","Reserve National Insurance Company","8006549106",""
"Ohio - Western & Southern","281","Reserve National Insurance Company","8006549106",""
"Ohio - Eastern","281","Reserve National Insurance Company","8006549106",""
"Oklahoma","281","Reserve National Insurance Company","8006549106",""
"South Carolina","281","Reserve National Insurance Company","8006549106",""
"South Dakota","281","Reserve National Insurance Company","8006549106",""
"Tennessee","281","Reserve National Insurance Company","8006549106",""
"Texas - Eastern & Southern","281","Reserve National Insurance Company","8006542382",""
"Texas - Northern & Western","281","Reserve National Insurance Company","8006542382",""
"Utah","281","Reserve National Insurance Company","8006549106",""
"Virginia","281","Reserve National Insurance Company","8006549106",""
"Wisconsin","281","Reserve National Insurance Company","8006549106",""
"West Virginia","281","Reserve National Insurance Company","8006549106",""
"Wyoming","281","Reserve National Insurance Company","8008741431",""
"Mississippi","286","Shelter Insurance Companies","8007435837",""
"Iowa","287","Sierra Health and Life Insurance Company  Inc.","8662178580",""
"Alaska","295","State Farm Mutual Auto Insurance Co","8668551212",""
"Alabama","295","State Farm Mutual Auto Insurance Co","8888016609",""
"Arkansas","295","State Farm Mutual Auto Insurance Co","",""
"Arizona","295","State Farm Mutual Auto Insurance Co","8668551212",""
"California - Northern & Central","295","State Farm Mutual Auto Insurance Co","8004406175",""
"California - Southern","295","State Farm Mutual Auto Insurance Co","8004406175",""
"Colorado","295","State Farm Mutual Auto Insurance Co","8668551212",""
"District of Columbia","295","State Farm Mutual Auto Insurance Co","0000000000",""
"Delaware","295","State Farm Mutual Auto Insurance Co","8668551212",""
"Florida - Northern","295","State Farm Mutual Auto Insurance Co","8668551212",""
"Florida - Southern","295","State Farm Mutual Auto Insurance Co","8668551212",""
"Georgia","295","State Farm Mutual Auto Insurance Co","3097662311",""
"Hawaii","295","State Farm Mutual Auto Insurance Co","8668551212",""
"Iowa","295","State Farm Mutual Auto Insurance Co","8668551212",""
"Idaho","295","State Farm Mutual Auto Insurance Co","8888457856",""
"Illinois","295","State Farm Mutual Auto Insurance Co","8668551212",""
"Indiana","295","State Farm Mutual Auto Insurance Co","8668551212",""
"Kansas","295","State Farm Mutual Auto Insurance Co","3097662311",""
"Kentucky","295","State Farm Mutual Auto Insurance Co","8007828332",""
"Louisiana","295","State Farm Mutual Auto Insurance Co","8668551212",""
"Maryland","295","State Farm Mutual Auto Insurance Co","8668551212",""
"Maine","295","State Farm Mutual Auto Insurance Co","0000000000",""
"Michigan","295","State Farm Mutual Auto Insurance Co","8668551212",""
"Minnesota","295","State Farm Mutual Auto Insurance Co","8668551212",""
"Missouri","295","State Farm Mutual Auto Insurance Co","8668551212",""
"Mississippi","295","State Farm Mutual Auto Insurance Co","8668551212",""
"Montana","295","State Farm Mutual Auto Insurance Co","8668551212",""
"North Carolina","295","State Farm Mutual Auto Insurance Co","8668551212",""
"North Dakota","295","State Farm Mutual Auto Insurance Co","3097662311",""
"Nebraska","295","State Farm Mutual Auto Insurance Co","8007828332",""
"New Hampshire","295","State Farm Mutual Auto Insurance Co","0000000000",""
"New Mexico","295","State Farm Mutual Auto Insurance Co","8008656035",""
"Nevada","295","State Farm Mutual Auto Insurance Co","8668551212",""
"New York - Upstate","295","State Farm Mutual Auto Insurance Co","8668551212",""
"New York - New York City Vicinity","295","State Farm Mutual Auto Insurance Co","8668551212",""
"Ohio - Western & Southern","295","State Farm Mutual Auto Insurance Co","8668551212",""
"Ohio - Eastern","295","State Farm Mutual Auto Insurance Co","8668551212",""
"Oklahoma","295","State Farm Mutual Auto Insurance Co","8668551212",""
"Oregon","295","State Farm Mutual Auto Insurance Co","8668551212",""
"Pennsylvania","295","State Farm Mutual Auto Insurance Co","8006880895",""
"South Carolina","295","State Farm Mutual Auto Insurance Co","3097662311",""
"South Dakota","295","State Farm Mutual Auto Insurance Co","8007828332",""
"Tennessee","295","State Farm Mutual Auto Insurance Co","3183626100",""
"Texas - Eastern & Southern","295","State Farm Mutual Auto Insurance Co","8002521932",""
"Texas - Northern & Western","295","State Farm Mutual Auto Insurance Co","8002521932",""
"Utah","295","State Farm Mutual Auto Insurance Co","0000000000",""
"Virginia","295","State Farm Mutual Auto Insurance Co","8668551212",""
"Washington","295","State Farm Mutual Auto Insurance Co","0000000000",""
"Wisconsin","295","State Farm Mutual Auto Insurance Co","8668551212",""
"West Virginia","295","State Farm Mutual Auto Insurance Co","8004406175",""
"Wyoming","295","State Farm Mutual Auto Insurance Co","8007828332",""
"Arkansas","296","State Mutual Insurance Co","8557644000",""
"Arizona","296","State Mutual Insurance Co","8887641936",""
"Colorado","296","State Mutual Insurance Co","8887641936",""
"Florida - Northern","296","State Mutual Insurance Co","8887641936",""
"Florida - Southern","296","State Mutual Insurance Co","8887641936",""
"Georgia","296","State Mutual Insurance Co","8887641936",""
"Iowa","296","State Mutual Insurance Co","8887641936",""
"Idaho","296","State Mutual Insurance Co","8887641936",""
"Illinois","296","State Mutual Insurance Co","8887641936",""
"Indiana","296","State Mutual Insurance Co","8778725500",""
"Kansas","296","State Mutual Insurance Co","8557644000",""
"Kentucky","296","State Mutual Insurance Co","8887641936",""
"Louisiana","296","State Mutual Insurance Co","8778725500",""
"Minnesota","296","State Mutual Insurance Co","8887641936",""
"Missouri","296","State Mutual Insurance Co","8887641936",""
"Mississippi","296","State Mutual Insurance Co","8778725500",""
"Montana","296","State Mutual Insurance Co","8887641936",""
"North Carolina","296","State Mutual Insurance Co","8887641936",""
"North Dakota","296","State Mutual Insurance Co","8887641936",""
"Nebraska","296","State Mutual Insurance Co","8887641936",""
"New Mexico","296","State Mutual Insurance Co","8887641936",""
"Ohio - Western & Southern","296","State Mutual Insurance Co","8887641936",""
"Ohio - Eastern","296","State Mutual Insurance Co","8887641936",""
"Oklahoma","296","State Mutual Insurance Co","8887641936",""
"Oregon","296","State Mutual Insurance Co","8887641936",""
"South Carolina","296","State Mutual Insurance Co","8557644000",""
"South Dakota","296","State Mutual Insurance Co","8887641936",""
"Tennessee","296","State Mutual Insurance Co","8887641936",""
"Virginia","296","State Mutual Insurance Co","8887641936",""
"West Virginia","296","State Mutual Insurance Co","8887641936",""
"Alabama","298","Sterling Life Insurance Co","8006880010",""
"Arkansas","298","Sterling Life Insurance Co","8888588572",""
"Arizona","298","Sterling Life Insurance Co","8006880010",""
"California - Northern & Central","298","Sterling Life Insurance Co","8006880010",""
"California - Southern","298","Sterling Life Insurance Co","8006880010",""
"Colorado","298","Sterling Life Insurance Co","8006880010",""
"Georgia","298","Sterling Life Insurance Co","3606479080",""
"Iowa","298","Sterling Life Insurance Co","8006880010",""
"Idaho","298","Sterling Life Insurance Co","8006880010",""
"Illinois","298","Sterling Life Insurance Co","8006880010",""
"Indiana","298","Sterling Life Insurance Co","8888588548",""
"Kansas","298","Sterling Life Insurance Co","8888588546",""
"Kentucky","298","Sterling Life Insurance Co","8006880010",""
"Louisiana","298","Sterling Life Insurance Co","8006880100",""
"Minnesota","298","Sterling Life Insurance Co","8888588544",""
"Missouri","298","Sterling Life Insurance Co","8004897506",""
"Montana","298","Sterling Life Insurance Co","8006880010",""
"North Carolina","298","Sterling Life Insurance Co","8779060926",""
"North Dakota","298","Sterling Life Insurance Co","3606479080",""
"Nebraska","298","Sterling Life Insurance Co","8006880010",""
"New Jersey","298","Sterling Life Insurance Co","8006880010",""
"New Mexico","298","Sterling Life Insurance Co","8006880010",""
"Nevada","298","Sterling Life Insurance Co","8006880010",""
"New York - Upstate","298","Sterling Life Insurance Co","8888588551",""
"New York - New York City Vicinity","298","Sterling Life Insurance Co","8888588551",""
"Oklahoma","298","Sterling Life Insurance Co","8006880010",""
"Oregon","298","Sterling Life Insurance Co","8006880010",""
"Pennsylvania","298","Sterling Life Insurance Co","8006880010",""
"South Carolina","298","Sterling Life Insurance Co","8006880010",""
"Tennessee","298","Sterling Life Insurance Co","8006880100",""
"Texas - Eastern & Southern","298","Sterling Life Insurance Co","8006880010",""
"Texas - Northern & Western","298","Sterling Life Insurance Co","8006880010",""
"Utah","298","Sterling Life Insurance Co","8006880010",""
"Washington","298","Sterling Life Insurance Co","8006880010",""
"Wisconsin","298","Sterling Life Insurance Co","8006880100",""
"West Virginia","298","Sterling Life Insurance Co","8888588572",""
"Wyoming","298","Sterling Life Insurance Co","8006880010",""
"Michigan","308","UNICARE Life & Health Insurance Company","8889495384",""
"Michigan","317","Union Fidelity Life Insurance Co","8778259337",""
"Mississippi","317","Union Fidelity Life Insurance Co","9139823717",""
"Michigan","318","Union Labor Life Insurance Co","8778207448",""
"Mississippi","318","Union Labor Life Insurance Co","8004315425",""
"Alaska","323","United American Insurance Co","8003312512",""
"Alabama","323","United American Insurance Co","8003312512",""
"Arkansas","323","United American Insurance Co","8003312512",""
"Arizona","323","United American Insurance Co","8003312512",""
"California - Northern & Central","323","United American Insurance Co","8003312512",""
"California - Southern","323","United American Insurance Co","8003312512",""
"Colorado","323","United American Insurance Co","8003312512",""
"Connecticut","323","United American Insurance Co","8003312512",""
"District of Columbia","323","United American Insurance Co","8003312512",""
"Delaware","323","United American Insurance Co","8003312512",""
"Florida - Northern","323","United American Insurance Co","8003312512",""
"Florida - Southern","323","United American Insurance Co","8003312512",""
"Georgia","323","United American Insurance Co","8003312512",""
"Hawaii","323","United American Insurance Co","8003312512",""
"Iowa","323","United American Insurance Co","8003312512",""
"Idaho","323","United American Insurance Co","8003312512",""
"Illinois","323","United American Insurance Co","8003312512",""
"Indiana","323","United American Insurance Co","8003312512",""
"Kansas","323","United American Insurance Co","9725295085",""
"Kentucky","323","United American Insurance Co","8883780254",""
"Louisiana","323","United American Insurance Co","8003312512",""
"Maryland","323","United American Insurance Co","8003312512",""
"Maine","323","United American Insurance Co","9725295085",""
"Michigan","323","United American Insurance Co","8003312512",""
"Missouri","323","United American Insurance Co","8003312512",""
"Mississippi","323","United American Insurance Co","8003312512",""
"Montana","323","United American Insurance Co","8003312512",""
"North Carolina","323","United American Insurance Co","8003312512",""
"North Dakota","323","United American Insurance Co","9725295085",""
"Nebraska","323","United American Insurance Co","8003312512",""
"New Hampshire","323","United American Insurance Co","9725295085",""
"New Jersey","323","United American Insurance Co","8003312512",""
"New Mexico","323","United American Insurance Co","8003312512",""
"Nevada","323","United American Insurance Co","8003312512",""
"Ohio - Western & Southern","323","United American Insurance Co","8003312512",""
"Ohio - Eastern","323","United American Insurance Co","8003312512",""
"Oklahoma","323","United American Insurance Co","8003312512",""
"Oregon","323","United American Insurance Co","8003312512",""
"Pennsylvania","323","United American Insurance Co","8003312512",""
"Rhode Island","323","United American Insurance Co","8003312512",""
"South Carolina","323","United American Insurance Co","8003312512",""
"South Dakota","323","United American Insurance Co","8003312512",""
"Tennessee","323","United American Insurance Co","9725295085",""
"Texas - Eastern & Southern","323","United American Insurance Co","8003312512",""
"Texas - Northern & Western","323","United American Insurance Co","8003312512",""
"Utah","323","United American Insurance Co","8003312512",""
"Virginia","323","United American Insurance Co","8003312512",""
"Vermont","323","United American Insurance Co","8003312512",""
"Washington","323","United American Insurance Co","8003312512",""
"Wisconsin","323","United American Insurance Co","8003312512",""
"West Virginia","323","United American Insurance Co","8003312512",""
"Wyoming","323","United American Insurance Co","8003312512",""
"Arkansas","331","United National Life Insurance Company of America","8002078050",""
